item_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_percent,discount_amount,final_price,total_amount,revenue,order_date,order_status
ITEM004123,ORD02311,CUST0160,P028,Prokyde Badminton Racket,Sports,3,599,0,0.0,599.0,1797.0,1797.0,2024-01-23,Delivered
ITEM004124,ORD02311,CUST0160,P006,Lenovo IdeaPad Slim,Electronics,1,38999,0,0.0,38999.0,38999.0,38999.0,2024-01-23,Delivered
ITEM004125,ORD02312,CUST0136,P025,Cosco Cricket Kit,Sports,1,2999,25,749.75,2249.25,2249.25,2249.25,2023-05-28,Delivered
ITEM004126,ORD02312,CUST0136,P033,Tata Salt 1kg,Grocery,1,28,25,7.0,21.0,21.0,21.0,2023-05-28,Delivered
ITEM004127,ORD02313,CUST0446,P002,Realme Narzo 60,Electronics,1,12999,0,0.0,12999.0,12999.0,12999.0,2024-09-26,Delivered
ITEM004128,ORD02314,CUST0608,P044,Pepperfry Wall Clock,Furniture,1,599,10,59.9,539.1,539.1,539.1,2024-02-04,Processing
ITEM004129,ORD02314,CUST0608,P045,Bosch Car Wiper Blade,Automotive,1,499,10,49.9,449.1,449.1,449.1,2024-02-04,Processing
ITEM004130,ORD02314,CUST0608,P018,Cello Plastic Storage Set,Home & Kitchen,2,499,10,49.9,449.1,898.2,898.2,2024-02-04,Processing
ITEM004131,ORD02314,CUST0608,P027,Boldfit Yoga Mat,Sports,1,799,10,79.9,719.1,719.1,719.1,2024-02-04,Processing
ITEM004132,ORD02315,CUST0088,P018,Cello Plastic Storage Set,Home & Kitchen,1,499,0,0.0,499.0,499.0,499.0,2023-11-15,Delivered
ITEM004133,ORD02315,CUST0088,P014,HRX Sports Tracksuit,Clothing,3,1799,0,0.0,1799.0,5397.0,5397.0,2023-11-15,Delivered
ITEM004134,ORD02315,CUST0088,P016,Philips HL7756 Mixer,Home & Kitchen,1,2799,0,0.0,2799.0,2799.0,2799.0,2023-11-15,Delivered
ITEM004135,ORD02316,CUST0283,P007,Fire-Boltt Ninja Watch,Electronics,2,1999,5,99.95,1899.05,3798.1,3798.1,2025-02-07,Cancelled
ITEM004136,ORD02317,CUST0875,P023,Classmate Notebook Pack,Books,1,199,5,9.95,189.05,189.05,189.05,2024-04-04,Delivered
ITEM004137,ORD02318,CUST0188,P041,Funskool Lego Set,Toys,2,999,5,49.95,949.05,1898.1,1898.1,2023-06-24,Delivered
ITEM004138,ORD02319,CUST0499,P009,Allen Solly Men Shirt,Clothing,1,1299,0,0.0,1299.0,1299.0,0.0,2025-10-23,Returned
ITEM004139,ORD02319,CUST0499,P037,Bru Gold Coffee 200g,Grocery,1,299,0,0.0,299.0,299.0,0.0,2025-10-23,Returned
ITEM004140,ORD02320,CUST0475,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,5,99.95,1899.05,1899.05,0.0,2023-02-25,Returned
ITEM004141,ORD02320,CUST0475,P039,Sparx Men Sports Shoes,Footwear,3,999,5,49.95,949.05,2847.15,0.0,2023-02-25,Returned
ITEM004142,ORD02321,CUST0707,P043,Nilkamal Plastic Chair,Furniture,2,899,10,89.9,809.1,1618.2,1618.2,2025-10-17,Cancelled
ITEM004143,ORD02321,CUST0707,P004,Zebronics Zeb-County,Electronics,1,799,10,79.9,719.1,719.1,719.1,2025-10-17,Cancelled
ITEM004144,ORD02321,CUST0707,P039,Sparx Men Sports Shoes,Footwear,1,999,10,99.9,899.1,899.1,899.1,2025-10-17,Cancelled
ITEM004145,ORD02322,CUST0631,P027,Boldfit Yoga Mat,Sports,1,799,25,199.75,599.25,599.25,599.25,2023-02-20,Delivered
ITEM004146,ORD02323,CUST0787,P009,Allen Solly Men Shirt,Clothing,3,1299,15,194.85,1104.15,3312.45,3312.45,2024-10-19,Delivered
ITEM004147,ORD02323,CUST0787,P002,Realme Narzo 60,Electronics,2,12999,15,1949.85,11049.15,22098.3,22098.3,2024-10-19,Delivered
ITEM004148,ORD02324,CUST0091,P020,Hawkins Futura Pan Set,Home & Kitchen,2,1299,5,64.95,1234.05,2468.1,2468.1,2024-10-16,Delivered
ITEM004149,ORD02324,CUST0091,P035,Amul Butter 500g,Grocery,1,275,5,13.75,261.25,261.25,261.25,2024-10-16,Delivered
ITEM004150,ORD02324,CUST0091,P041,Funskool Lego Set,Toys,1,999,5,49.95,949.05,949.05,949.05,2024-10-16,Delivered
ITEM004151,ORD02324,CUST0091,P014,HRX Sports Tracksuit,Clothing,1,1799,5,89.95,1709.05,1709.05,1709.05,2024-10-16,Delivered
ITEM004152,ORD02325,CUST0126,P005,HP 15s Laptop,Electronics,1,45999,5,2299.95,43699.05,43699.05,0.0,2025-11-13,Returned
ITEM004153,ORD02325,CUST0126,P027,Boldfit Yoga Mat,Sports,2,799,5,39.95,759.05,1518.1,0.0,2025-11-13,Returned
ITEM004154,ORD02325,CUST0126,P034,Aashirvaad Atta 5kg,Grocery,1,249,5,12.45,236.55,236.55,0.0,2025-11-13,Returned
ITEM004155,ORD02326,CUST0863,P043,Nilkamal Plastic Chair,Furniture,1,899,20,179.8,719.2,719.2,719.2,2024-11-12,Delivered
ITEM004156,ORD02326,CUST0863,P014,HRX Sports Tracksuit,Clothing,1,1799,20,359.8,1439.2,1439.2,1439.2,2024-11-12,Delivered
ITEM004157,ORD02326,CUST0863,P048,Patanjali Ashwagandha,Health,1,199,20,39.8,159.2,159.2,159.2,2024-11-12,Delivered
ITEM004158,ORD02326,CUST0863,P027,Boldfit Yoga Mat,Sports,1,799,20,159.8,639.2,639.2,639.2,2024-11-12,Delivered
ITEM004159,ORD02327,CUST0826,P013,Jockey Men T-Shirt,Clothing,1,599,0,0.0,599.0,599.0,599.0,2024-05-19,Delivered
ITEM004160,ORD02327,CUST0826,P042,Fisher Price Baby Gym,Toys,1,1799,0,0.0,1799.0,1799.0,1799.0,2024-05-19,Delivered
ITEM004161,ORD02328,CUST0172,P004,Zebronics Zeb-County,Electronics,1,799,5,39.95,759.05,759.05,0.0,2024-07-25,Returned
ITEM004162,ORD02329,CUST0116,P003,boAt Rockerz 450,Electronics,1,1499,0,0.0,1499.0,1499.0,1499.0,2024-09-21,Delivered
ITEM004163,ORD02329,CUST0116,P008,Redmi Smart TV 32,Electronics,1,15999,0,0.0,15999.0,15999.0,15999.0,2024-09-21,Delivered
ITEM004164,ORD02330,CUST0626,P002,Realme Narzo 60,Electronics,1,12999,5,649.95,12349.05,12349.05,12349.05,2024-12-25,Delivered
ITEM004165,ORD02330,CUST0626,P023,Classmate Notebook Pack,Books,2,199,5,9.95,189.05,378.1,378.1,2024-12-25,Delivered
ITEM004166,ORD02330,CUST0626,P015,Prestige Pressure Cooker 5L,Home & Kitchen,3,1899,5,94.95,1804.05,5412.15,5412.15,2024-12-25,Delivered
ITEM004167,ORD02331,CUST0944,P020,Hawkins Futura Pan Set,Home & Kitchen,3,1299,5,64.95,1234.05,3702.15,3702.15,2025-01-15,Delivered
ITEM004168,ORD02331,CUST0944,P044,Pepperfry Wall Clock,Furniture,1,599,5,29.95,569.05,569.05,569.05,2025-01-15,Delivered
ITEM004169,ORD02332,CUST0369,P036,Maggi Noodles 12 Pack,Grocery,3,192,0,0.0,192.0,576.0,576.0,2025-10-10,Shipped
ITEM004170,ORD02332,CUST0369,P042,Fisher Price Baby Gym,Toys,2,1799,0,0.0,1799.0,3598.0,3598.0,2025-10-10,Shipped
ITEM004171,ORD02333,CUST0364,P020,Hawkins Futura Pan Set,Home & Kitchen,1,1299,0,0.0,1299.0,1299.0,1299.0,2024-09-10,Delivered
ITEM004172,ORD02333,CUST0364,P039,Sparx Men Sports Shoes,Footwear,1,999,0,0.0,999.0,999.0,999.0,2024-09-10,Delivered
ITEM004173,ORD02334,CUST0439,P045,Bosch Car Wiper Blade,Automotive,1,499,5,24.95,474.05,474.05,474.05,2024-08-07,Delivered
ITEM004174,ORD02335,CUST0524,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,0,0.0,1999.0,1999.0,1999.0,2024-12-19,Delivered
ITEM004175,ORD02336,CUST0128,P014,HRX Sports Tracksuit,Clothing,2,1799,10,179.9,1619.1,3238.2,3238.2,2025-09-17,Delivered
ITEM004176,ORD02336,CUST0128,P011,W Women Kurta Set,Clothing,1,1599,10,159.9,1439.1,1439.1,1439.1,2025-09-17,Delivered
ITEM004177,ORD02337,CUST0645,P049,Omron BP Monitor,Health,1,1999,0,0.0,1999.0,1999.0,1999.0,2025-11-06,Delivered
ITEM004178,ORD02338,CUST0129,P044,Pepperfry Wall Clock,Furniture,3,599,10,59.9,539.1,1617.3,1617.3,2024-05-02,Delivered
ITEM004179,ORD02339,CUST0606,P006,Lenovo IdeaPad Slim,Electronics,3,38999,0,0.0,38999.0,116997.0,0.0,2024-05-25,Returned
ITEM004180,ORD02340,CUST0468,P024,Camlin Color Kit,Books,1,349,0,0.0,349.0,349.0,349.0,2025-04-02,Delivered
ITEM004181,ORD02340,CUST0468,P013,Jockey Men T-Shirt,Clothing,1,599,0,0.0,599.0,599.0,599.0,2025-04-02,Delivered
ITEM004182,ORD02341,CUST0405,P042,Fisher Price Baby Gym,Toys,2,1799,10,179.9,1619.1,3238.2,3238.2,2024-04-16,Cancelled
ITEM004183,ORD02342,CUST0301,P026,Nivia Football Size 5,Sports,2,899,0,0.0,899.0,1798.0,1798.0,2025-06-08,Shipped
ITEM004184,ORD02343,CUST0188,P029,Lakme 9to5 Foundation,Beauty,1,549,5,27.45,521.55,521.55,521.55,2023-12-07,Cancelled
ITEM004185,ORD02344,CUST0819,P044,Pepperfry Wall Clock,Furniture,1,599,0,0.0,599.0,599.0,599.0,2024-07-28,Delivered
ITEM004186,ORD02344,CUST0819,P024,Camlin Color Kit,Books,3,349,0,0.0,349.0,1047.0,1047.0,2024-07-28,Delivered
ITEM004187,ORD02345,CUST0832,P022,Python Crash Course,Books,2,699,10,69.9,629.1,1258.2,1258.2,2024-12-04,Delivered
ITEM004188,ORD02345,CUST0832,P044,Pepperfry Wall Clock,Furniture,1,599,10,59.9,539.1,539.1,539.1,2024-12-04,Delivered
ITEM004189,ORD02345,CUST0832,P033,Tata Salt 1kg,Grocery,2,28,10,2.8,25.2,50.4,50.4,2024-12-04,Delivered
ITEM004190,ORD02346,CUST0194,P045,Bosch Car Wiper Blade,Automotive,3,499,15,74.85,424.15,1272.45,1272.45,2025-12-10,Delivered
ITEM004191,ORD02347,CUST0769,P010,Levis Men Jeans 511,Clothing,1,2499,5,124.95,2374.05,2374.05,2374.05,2025-12-21,Delivered
ITEM004192,ORD02347,CUST0769,P038,Bata Men Formal Shoes,Footwear,3,1999,5,99.95,1899.05,5697.15,5697.15,2025-12-21,Delivered
ITEM004193,ORD02348,CUST0835,P043,Nilkamal Plastic Chair,Furniture,1,899,0,0.0,899.0,899.0,0.0,2023-11-21,Returned
ITEM004194,ORD02348,CUST0835,P034,Aashirvaad Atta 5kg,Grocery,1,249,0,0.0,249.0,249.0,0.0,2023-11-21,Returned
ITEM004195,ORD02349,CUST0218,P035,Amul Butter 500g,Grocery,1,275,0,0.0,275.0,275.0,275.0,2025-04-10,Delivered
ITEM004196,ORD02349,CUST0218,P041,Funskool Lego Set,Toys,1,999,0,0.0,999.0,999.0,999.0,2025-04-10,Delivered
ITEM004197,ORD02350,CUST0459,P046,Turtle Wax Car Polish,Automotive,2,399,10,39.9,359.1,718.2,718.2,2025-08-14,Delivered
ITEM004198,ORD02351,CUST0211,P013,Jockey Men T-Shirt,Clothing,1,599,5,29.95,569.05,569.05,569.05,2025-03-13,Delivered
ITEM004199,ORD02351,CUST0211,P031,Himalaya Face Wash,Beauty,1,179,5,8.95,170.05,170.05,170.05,2025-03-13,Delivered
ITEM004200,ORD02352,CUST0743,P006,Lenovo IdeaPad Slim,Electronics,1,38999,0,0.0,38999.0,38999.0,38999.0,2024-06-28,Processing
ITEM004201,ORD02353,CUST0506,P036,Maggi Noodles 12 Pack,Grocery,2,192,0,0.0,192.0,384.0,384.0,2025-04-04,Delivered
ITEM004202,ORD02354,CUST0592,P042,Fisher Price Baby Gym,Toys,1,1799,10,179.9,1619.1,1619.1,1619.1,2024-10-26,Delivered
ITEM004203,ORD02355,CUST0060,P014,HRX Sports Tracksuit,Clothing,1,1799,0,0.0,1799.0,1799.0,1799.0,2024-05-26,Delivered
ITEM004204,ORD02355,CUST0060,P045,Bosch Car Wiper Blade,Automotive,1,499,0,0.0,499.0,499.0,499.0,2024-05-26,Delivered
ITEM004205,ORD02356,CUST0661,P036,Maggi Noodles 12 Pack,Grocery,1,192,5,9.6,182.4,182.4,182.4,2025-04-27,Delivered
ITEM004206,ORD02357,CUST0625,P002,Realme Narzo 60,Electronics,2,12999,0,0.0,12999.0,25998.0,25998.0,2023-02-11,Delivered
ITEM004207,ORD02358,CUST0935,P042,Fisher Price Baby Gym,Toys,1,1799,10,179.9,1619.1,1619.1,1619.1,2024-11-01,Delivered
ITEM004208,ORD02359,CUST0084,P021,Data Science Handbook,Books,1,899,0,0.0,899.0,899.0,899.0,2025-02-23,Cancelled
ITEM004209,ORD02360,CUST0717,P007,Fire-Boltt Ninja Watch,Electronics,1,1999,5,99.95,1899.05,1899.05,1899.05,2024-12-14,Delivered
ITEM004210,ORD02361,CUST0783,P025,Cosco Cricket Kit,Sports,2,2999,15,449.85,2549.15,5098.3,5098.3,2024-06-22,Delivered
ITEM004211,ORD02361,CUST0783,P005,HP 15s Laptop,Electronics,1,45999,15,6899.85,39099.15,39099.15,39099.15,2024-06-22,Delivered
ITEM004212,ORD02361,CUST0783,P032,Park Avenue Deo Combo,Beauty,3,399,15,59.85,339.15,1017.45,1017.45,2024-06-22,Delivered
ITEM004213,ORD02362,CUST0159,P023,Classmate Notebook Pack,Books,2,199,5,9.95,189.05,378.1,378.1,2025-05-12,Delivered
ITEM004214,ORD02362,CUST0159,P020,Hawkins Futura Pan Set,Home & Kitchen,1,1299,5,64.95,1234.05,1234.05,1234.05,2025-05-12,Delivered
ITEM004215,ORD02363,CUST0790,P048,Patanjali Ashwagandha,Health,1,199,0,0.0,199.0,199.0,199.0,2024-12-12,Delivered
ITEM004216,ORD02363,CUST0790,P009,Allen Solly Men Shirt,Clothing,1,1299,0,0.0,1299.0,1299.0,1299.0,2024-12-12,Delivered
ITEM004217,ORD02363,CUST0790,P044,Pepperfry Wall Clock,Furniture,3,599,0,0.0,599.0,1797.0,1797.0,2024-12-12,Delivered
ITEM004218,ORD02364,CUST0560,P047,Dabur Chyawanprash 1kg,Health,1,349,0,0.0,349.0,349.0,349.0,2025-01-02,Delivered
ITEM004219,ORD02365,CUST0229,P011,W Women Kurta Set,Clothing,1,1599,5,79.95,1519.05,1519.05,1519.05,2024-05-25,Delivered
ITEM004220,ORD02365,CUST0229,P021,Data Science Handbook,Books,1,899,5,44.95,854.05,854.05,854.05,2024-05-25,Delivered
ITEM004221,ORD02366,CUST0816,P010,Levis Men Jeans 511,Clothing,2,2499,0,0.0,2499.0,4998.0,0.0,2024-07-24,Returned
ITEM004222,ORD02366,CUST0816,P021,Data Science Handbook,Books,1,899,0,0.0,899.0,899.0,0.0,2024-07-24,Returned
ITEM004223,ORD02367,CUST0404,P007,Fire-Boltt Ninja Watch,Electronics,3,1999,0,0.0,1999.0,5997.0,5997.0,2024-03-23,Delivered
ITEM004224,ORD02368,CUST0521,P046,Turtle Wax Car Polish,Automotive,1,399,5,19.95,379.05,379.05,379.05,2023-09-08,Delivered
ITEM004225,ORD02368,CUST0521,P049,Omron BP Monitor,Health,2,1999,5,99.95,1899.05,3798.1,3798.1,2023-09-08,Delivered
ITEM004226,ORD02369,CUST0641,P029,Lakme 9to5 Foundation,Beauty,1,549,20,109.8,439.2,439.2,439.2,2024-09-28,Delivered
ITEM004227,ORD02369,CUST0641,P004,Zebronics Zeb-County,Electronics,2,799,20,159.8,639.2,1278.4,1278.4,2024-09-28,Delivered
ITEM004228,ORD02370,CUST0312,P043,Nilkamal Plastic Chair,Furniture,1,899,5,44.95,854.05,854.05,854.05,2025-12-14,Delivered
ITEM004229,ORD02370,CUST0312,P009,Allen Solly Men Shirt,Clothing,1,1299,5,64.95,1234.05,1234.05,1234.05,2025-12-14,Delivered
ITEM004230,ORD02371,CUST0064,P032,Park Avenue Deo Combo,Beauty,2,399,0,0.0,399.0,798.0,798.0,2024-11-12,Delivered
ITEM004231,ORD02372,CUST0219,P007,Fire-Boltt Ninja Watch,Electronics,2,1999,0,0.0,1999.0,3998.0,3998.0,2024-11-11,Delivered
ITEM004232,ORD02373,CUST0128,P015,Prestige Pressure Cooker 5L,Home & Kitchen,1,1899,10,189.9,1709.1,1709.1,1709.1,2024-05-22,Cancelled
ITEM004233,ORD02374,CUST0584,P003,boAt Rockerz 450,Electronics,1,1499,5,74.95,1424.05,1424.05,1424.05,2024-11-04,Delivered
ITEM004234,ORD02374,CUST0584,P039,Sparx Men Sports Shoes,Footwear,1,999,5,49.95,949.05,949.05,949.05,2024-11-04,Delivered
ITEM004235,ORD02375,CUST0744,P044,Pepperfry Wall Clock,Furniture,2,599,0,0.0,599.0,1198.0,1198.0,2024-08-28,Cancelled
ITEM004236,ORD02375,CUST0744,P027,Boldfit Yoga Mat,Sports,1,799,0,0.0,799.0,799.0,799.0,2024-08-28,Cancelled
ITEM004237,ORD02376,CUST0637,P027,Boldfit Yoga Mat,Sports,3,799,15,119.85,679.15,2037.45,2037.45,2023-07-26,Delivered
ITEM004238,ORD02377,CUST0431,P034,Aashirvaad Atta 5kg,Grocery,3,249,5,12.45,236.55,709.65,0.0,2024-04-19,Returned
ITEM004239,ORD02377,CUST0431,P006,Lenovo IdeaPad Slim,Electronics,2,38999,5,1949.95,37049.05,74098.1,0.0,2024-04-19,Returned
ITEM004240,ORD02378,CUST0177,P005,HP 15s Laptop,Electronics,1,45999,5,2299.95,43699.05,43699.05,43699.05,2025-07-11,Delivered
ITEM004241,ORD02379,CUST0260,P015,Prestige Pressure Cooker 5L,Home & Kitchen,1,1899,15,284.85,1614.15,1614.15,1614.15,2023-10-18,Delivered
ITEM004242,ORD02379,CUST0260,P045,Bosch Car Wiper Blade,Automotive,1,499,15,74.85,424.15,424.15,424.15,2023-10-18,Delivered
ITEM004243,ORD02380,CUST0405,P025,Cosco Cricket Kit,Sports,3,2999,0,0.0,2999.0,8997.0,8997.0,2023-09-22,Delivered
ITEM004244,ORD02380,CUST0405,P022,Python Crash Course,Books,1,699,0,0.0,699.0,699.0,699.0,2023-09-22,Delivered
ITEM004245,ORD02381,CUST0690,P030,Dove Body Lotion 400ml,Beauty,3,299,10,29.9,269.1,807.3,807.3,2025-09-10,Delivered
ITEM004246,ORD02382,CUST0567,P036,Maggi Noodles 12 Pack,Grocery,2,192,5,9.6,182.4,364.8,364.8,2025-12-10,Processing
ITEM004247,ORD02383,CUST0737,P013,Jockey Men T-Shirt,Clothing,1,599,5,29.95,569.05,569.05,0.0,2024-10-15,Returned
ITEM004248,ORD02383,CUST0737,P025,Cosco Cricket Kit,Sports,1,2999,5,149.95,2849.05,2849.05,0.0,2024-10-15,Returned
ITEM004249,ORD02384,CUST0525,P019,Bajaj Room Heater,Home & Kitchen,1,1599,0,0.0,1599.0,1599.0,1599.0,2024-12-23,Delivered
ITEM004250,ORD02385,CUST0089,P033,Tata Salt 1kg,Grocery,1,28,10,2.8,25.2,25.2,25.2,2025-11-02,Delivered
ITEM004251,ORD02386,CUST0703,P043,Nilkamal Plastic Chair,Furniture,1,899,10,89.9,809.1,809.1,0.0,2024-11-22,Returned
ITEM004252,ORD02387,CUST0235,P013,Jockey Men T-Shirt,Clothing,1,599,10,59.9,539.1,539.1,539.1,2024-09-28,Delivered
ITEM004253,ORD02388,CUST0407,P047,Dabur Chyawanprash 1kg,Health,1,349,10,34.9,314.1,314.1,314.1,2024-11-09,Cancelled
ITEM004254,ORD02388,CUST0407,P037,Bru Gold Coffee 200g,Grocery,2,299,10,29.9,269.1,538.2,538.2,2024-11-09,Cancelled
ITEM004255,ORD02388,CUST0407,P050,Dettol Hand Sanitizer 500ml,Health,1,199,10,19.9,179.1,179.1,179.1,2024-11-09,Cancelled
ITEM004256,ORD02388,CUST0407,P042,Fisher Price Baby Gym,Toys,1,1799,10,179.9,1619.1,1619.1,1619.1,2024-11-09,Cancelled
ITEM004257,ORD02389,CUST0650,P047,Dabur Chyawanprash 1kg,Health,1,349,5,17.45,331.55,331.55,331.55,2024-04-28,Delivered
ITEM004258,ORD02389,CUST0650,P018,Cello Plastic Storage Set,Home & Kitchen,1,499,5,24.95,474.05,474.05,474.05,2024-04-28,Delivered
ITEM004259,ORD02389,CUST0650,P011,W Women Kurta Set,Clothing,1,1599,5,79.95,1519.05,1519.05,1519.05,2024-04-28,Delivered
ITEM004260,ORD02390,CUST0034,P022,Python Crash Course,Books,3,699,0,0.0,699.0,2097.0,2097.0,2025-02-21,Delivered
ITEM004261,ORD02391,CUST0353,P006,Lenovo IdeaPad Slim,Electronics,1,38999,10,3899.9,35099.1,35099.1,35099.1,2023-11-03,Shipped
ITEM004262,ORD02392,CUST0826,P012,Biba Anarkali Suit,Clothing,1,2199,0,0.0,2199.0,2199.0,0.0,2024-09-11,Returned
ITEM004263,ORD02392,CUST0826,P030,Dove Body Lotion 400ml,Beauty,3,299,0,0.0,299.0,897.0,0.0,2024-09-11,Returned
ITEM004264,ORD02393,CUST0979,P024,Camlin Color Kit,Books,2,349,5,17.45,331.55,663.1,0.0,2025-10-27,Returned
ITEM004265,ORD02393,CUST0979,P038,Bata Men Formal Shoes,Footwear,3,1999,5,99.95,1899.05,5697.15,0.0,2025-10-27,Returned
ITEM004266,ORD02393,CUST0979,P006,Lenovo IdeaPad Slim,Electronics,1,38999,5,1949.95,37049.05,37049.05,0.0,2025-10-27,Returned
ITEM004267,ORD02393,CUST0979,P023,Classmate Notebook Pack,Books,2,199,5,9.95,189.05,378.1,0.0,2025-10-27,Returned
ITEM004268,ORD02394,CUST0161,P006,Lenovo IdeaPad Slim,Electronics,1,38999,10,3899.9,35099.1,35099.1,0.0,2024-08-12,Returned
ITEM004269,ORD02394,CUST0161,P024,Camlin Color Kit,Books,1,349,10,34.9,314.1,314.1,0.0,2024-08-12,Returned
ITEM004270,ORD02395,CUST0698,P023,Classmate Notebook Pack,Books,2,199,0,0.0,199.0,398.0,0.0,2023-09-26,Returned
ITEM004271,ORD02396,CUST0598,P011,W Women Kurta Set,Clothing,1,1599,0,0.0,1599.0,1599.0,1599.0,2025-08-25,Cancelled
ITEM004272,ORD02396,CUST0598,P040,Catwalk Women Heels,Footwear,1,1499,0,0.0,1499.0,1499.0,1499.0,2025-08-25,Cancelled
ITEM004273,ORD02397,CUST0059,P009,Allen Solly Men Shirt,Clothing,1,1299,10,129.9,1169.1,1169.1,1169.1,2023-10-22,Cancelled
ITEM004274,ORD02398,CUST0497,P036,Maggi Noodles 12 Pack,Grocery,1,192,10,19.2,172.8,172.8,172.8,2024-05-01,Delivered
ITEM004275,ORD02399,CUST0247,P034,Aashirvaad Atta 5kg,Grocery,1,249,0,0.0,249.0,249.0,249.0,2024-12-21,Delivered
ITEM004276,ORD02400,CUST0250,P011,W Women Kurta Set,Clothing,1,1599,5,79.95,1519.05,1519.05,0.0,2025-09-11,Returned
ITEM004277,ORD02400,CUST0250,P037,Bru Gold Coffee 200g,Grocery,1,299,5,14.95,284.05,284.05,0.0,2025-09-11,Returned
ITEM004278,ORD02401,CUST0566,P010,Levis Men Jeans 511,Clothing,1,2499,0,0.0,2499.0,2499.0,2499.0,2024-01-05,Delivered
ITEM004279,ORD02402,CUST0673,P030,Dove Body Lotion 400ml,Beauty,1,299,0,0.0,299.0,299.0,299.0,2025-12-26,Delivered
ITEM004280,ORD02402,CUST0673,P012,Biba Anarkali Suit,Clothing,2,2199,0,0.0,2199.0,4398.0,4398.0,2025-12-26,Delivered
ITEM004281,ORD02403,CUST0117,P016,Philips HL7756 Mixer,Home & Kitchen,1,2799,5,139.95,2659.05,2659.05,2659.05,2023-12-23,Delivered
ITEM004282,ORD02403,CUST0117,P047,Dabur Chyawanprash 1kg,Health,1,349,5,17.45,331.55,331.55,331.55,2023-12-23,Delivered
ITEM004283,ORD02404,CUST0984,P032,Park Avenue Deo Combo,Beauty,2,399,5,19.95,379.05,758.1,758.1,2023-04-20,Delivered
ITEM004284,ORD02404,CUST0984,P034,Aashirvaad Atta 5kg,Grocery,3,249,5,12.45,236.55,709.65,709.65,2023-04-20,Delivered
ITEM004285,ORD02405,CUST0205,P019,Bajaj Room Heater,Home & Kitchen,1,1599,0,0.0,1599.0,1599.0,1599.0,2025-12-27,Delivered
ITEM004286,ORD02406,CUST0219,P025,Cosco Cricket Kit,Sports,2,2999,10,299.9,2699.1,5398.2,5398.2,2023-10-11,Delivered
ITEM004287,ORD02406,CUST0219,P009,Allen Solly Men Shirt,Clothing,1,1299,10,129.9,1169.1,1169.1,1169.1,2023-10-11,Delivered
ITEM004288,ORD02407,CUST0667,P009,Allen Solly Men Shirt,Clothing,1,1299,0,0.0,1299.0,1299.0,1299.0,2024-04-04,Delivered
ITEM004289,ORD02408,CUST0488,P002,Realme Narzo 60,Electronics,1,12999,10,1299.9,11699.1,11699.1,11699.1,2025-10-27,Delivered
ITEM004290,ORD02409,CUST0960,P005,HP 15s Laptop,Electronics,1,45999,10,4599.9,41399.1,41399.1,41399.1,2023-01-20,Delivered
ITEM004291,ORD02410,CUST0555,P020,Hawkins Futura Pan Set,Home & Kitchen,1,1299,0,0.0,1299.0,1299.0,1299.0,2023-06-06,Cancelled
ITEM004292,ORD02411,CUST0283,P030,Dove Body Lotion 400ml,Beauty,1,299,10,29.9,269.1,269.1,269.1,2025-11-03,Delivered
ITEM004293,ORD02412,CUST0081,P044,Pepperfry Wall Clock,Furniture,3,599,5,29.95,569.05,1707.15,1707.15,2024-12-07,Cancelled
ITEM004294,ORD02412,CUST0081,P002,Realme Narzo 60,Electronics,1,12999,5,649.95,12349.05,12349.05,12349.05,2024-12-07,Cancelled
ITEM004295,ORD02413,CUST0721,P040,Catwalk Women Heels,Footwear,2,1499,0,0.0,1499.0,2998.0,2998.0,2024-07-12,Delivered
ITEM004296,ORD02413,CUST0721,P009,Allen Solly Men Shirt,Clothing,2,1299,0,0.0,1299.0,2598.0,2598.0,2024-07-12,Delivered
ITEM004297,ORD02414,CUST0100,P002,Realme Narzo 60,Electronics,1,12999,0,0.0,12999.0,12999.0,12999.0,2025-03-01,Delivered
ITEM004298,ORD02414,CUST0100,P043,Nilkamal Plastic Chair,Furniture,1,899,0,0.0,899.0,899.0,899.0,2025-03-01,Delivered
ITEM004299,ORD02414,CUST0100,P009,Allen Solly Men Shirt,Clothing,1,1299,0,0.0,1299.0,1299.0,1299.0,2025-03-01,Delivered
ITEM004300,ORD02414,CUST0100,P028,Prokyde Badminton Racket,Sports,1,599,0,0.0,599.0,599.0,599.0,2025-03-01,Delivered
ITEM004301,ORD02415,CUST0577,P040,Catwalk Women Heels,Footwear,2,1499,5,74.95,1424.05,2848.1,2848.1,2024-12-04,Delivered
ITEM004302,ORD02415,CUST0577,P038,Bata Men Formal Shoes,Footwear,1,1999,5,99.95,1899.05,1899.05,1899.05,2024-12-04,Delivered
ITEM004303,ORD02416,CUST0793,P012,Biba Anarkali Suit,Clothing,1,2199,20,439.8,1759.2,1759.2,1759.2,2024-09-19,Processing
ITEM004304,ORD02417,CUST0943,P028,Prokyde Badminton Racket,Sports,2,599,0,0.0,599.0,1198.0,1198.0,2023-09-16,Cancelled
ITEM004305,ORD02417,CUST0943,P042,Fisher Price Baby Gym,Toys,1,1799,0,0.0,1799.0,1799.0,1799.0,2023-09-16,Cancelled
ITEM004306,ORD02418,CUST0585,P001,Samsung Galaxy M34,Electronics,2,18999,5,949.95,18049.05,36098.1,36098.1,2024-11-23,Delivered
